CustomerID,Customer Name,Address,CityID,Cities,CountryID,CountryName,ProductID,Product Name,Quantity,Discount,Price,Sales,Net Sales
42951,Abraham Kane,643 Rocky Second Avenue,30,Philadelphia,32,United States,426,Scallops - Live In Shell,11,0,83.5759,919.3349,919.33
83930,Abraham Michael,737 Green Nobel St.,23,Anaheim,32,United States,205,"Turkey - Whole, Fresh",22,0.2,18.9757,417.4654,333.97
31911,Abraham Shields,31 Nobel Parkway,18,Little Rock,32,United States,281,"Bar Mix - Pina Colada, 355 Ml",9,0.1,33.0839,297.7551,267.98
58693,Abraham Ward,68 Milton Way,12,Tacoma,32,United States,73,Appetizer - Sausage Rolls,15,0,48.1907,722.8605,722.86
44615,Adam Parrish,20 South Cowley Road,88,Seattle,32,United States,450,Wine - Vidal Icewine Magnotta,12,0,7.107,85.284,85.28
17572,Adam Pratt,47 Rocky Hague Boulevard,64,Raleigh,32,United States,110,Black Currants,5,0,40.9417,204.7085,204.71
92132,Adrian Alvarado,851 White Cowley Blvd.,46,New York,32,United States,261,Chinese Foods - Chicken,24,0,22.0901,530.1624,530.16
32627,Adrian Carpenter,802 First Blvd.,79,Oklahoma,32,United States,56,Chips Potato Salt Vinegar 43g,9,0,46.4033,417.6297,417.63
36518,Adrian Farrell,362 Rocky New Boulevard,33,Minneapolis,32,United States,270,Cheese Cloth No 100,10,0,4.4216,44.216,44.22
36283,Adrian Nielsen,61 Rocky Fabien Way,68,Anchorage,32,United States,404,Pants Custom Dry Clean,10,0,65.028,650.28,650.28
17324,Adrian Owens,81 East Old Drive,10,Toledo,32,United States,324,Apricots - Dried,5,0,87.9023,439.5115,439.51
77138,Adrian Palmer,468 North Oak Boulevard,31,Wichita,32,United States,426,Scallops - Live In Shell,20,0,83.5759,1671.518,1671.52
82999,Adriana Krueger,89 South New Drive,53,Las Vegas,32,United States,288,"Orange - Canned, Mandarin",22,0,78.8405,1734.491,1734.49
48378,Adrienne Collins,31 Oak Street,14,Indianapolis,32,United States,177,"Coconut - Shredded, Sweet",13,0,69.1677,899.1801,899.18
96721,Adrienne Dennis,85 Hague Freeway,23,Anaheim,32,United States,37,"Nut - Pistachio, Shelled",25,0,80.3171,2007.9275,2007.93
4269,Adrienne Hensley,142 South Second Boulevard,88,Seattle,32,United States,400,Carbonated Water - Blackcherry,2,0,18.1495,36.299,36.30
52092,Adrienne Kelly,504 Cowley Way,51,Portland,32,United States,18,"Lamb - Whole, Fresh",14,0,23.3966,327.5524,327.55
39383,Adrienne Molina,26 Oak Blvd.,1,Dayton,32,United States,416,Baking Powder,10,0.1,84.6763,846.763,762.09
65406,Adrienne Osborne,66 Green Milton Boulevard,9,Atlanta,32,United States,365,"Wine - Red, Harrow Estates, Cab",17,0,12.6274,214.6658,214.67
97192,Adrienne Stevenson,21 Nobel Drive,61,Miami,32,United States,313,Veal - Slab Bacon,25,0,39.9111,997.7775,997.78
89962,Aimee Austin,952 First Blvd.,18,Little Rock,32,United States,12,Ezy Change Mophandle,23,0.2,49.3356,1134.7188,907.78
61389,Aimee Bright,79 Green Old Blvd.,12,Tacoma,32,United States,355,Olives - Stuffed,16,0,59.1687,946.6992,946.70
73742,Aimee Clark,72 Rocky Fabien Avenue,40,Cleveland,32,United States,421,Soup V8 Roasted Red Pepper,19,0,38.8096,737.3824,737.38
8135,Aimee Nicholson,311 New Blvd.,51,Portland,32,United States,349,Puree - Mocha,3,0.2,86.9086,260.7258,208.58
46905,Aimee Ruiz,281 Green New Street,5,Virginia Beach,32,United States,55,Cinnamon Buns Sticky,12,0,6.6182,79.4184,79.42
52059,Aimee Salas,580 South Rocky New Avenue,14,Indianapolis,32,United States,218,Barramundi,14,0,85.1933,1192.7062,1192.71
22660,Aisha Wagner,644 West First Drive,45,Dallas,32,United States,213,Pate - Cognac,6,0,70.5891,423.5346,423.53
32876,Alan Cortez,64 Green New Freeway,27,Mesa,32,United States,415,Mussels - Frozen,9,0,8.0069,72.0621,72.06
70118,Alan Joyce,942 Rocky Hague Parkway,47,San Francisco,32,United States,19,Tea - Earl Grey,18,0.1,22.5614,406.1052,365.49
44288,Alan Mosley,738 Rocky Hague Avenue,13,Akron,32,United States,377,"Wine - Red, Cooking",12,0,75.0785,900.942,900.94
2474,Alana Rivera,15 Green Nobel Parkway,96,Pittsburgh,32,United States,278,Apricots - Halves,1,0.1,0.3735,0.3735,0.34
57483,Alana Valdez,458 East First Road,52,Madison,32,United States,49,Bacardi Breezer - Tropical,15,0,61.4317,921.4755,921.48
61526,Albert Booker,22 Rocky Fabien Avenue,17,St. Louis,32,United States,257,"Pasta - Detalini, White, Fresh",16,0.1,84.438,1351.008,1215.91
14468,Albert Estrada,68 Nobel Blvd.,44,Memphis,32,United States,240,Wine - Chablis 2003 Champs,4,0,70.8596,283.4384,283.44
35002,Albert Greer,218 East First Blvd.,28,Tucson,32,United States,222,"Sole - Dover, Whole, Fresh",9,0,0.6846,6.1614,6.16
90013,Albert Jacobs,388 New Street,96,Pittsburgh,32,United States,25,Soupcontfoam16oz 116con,23,0,80.7666,1857.6318,1857.63
22896,Albert Lindsey,785 Nobel Avenue,28,Tucson,32,United States,421,Soup V8 Roasted Red Pepper,6,0,38.8096,232.8576,232.86
40693,Albert Mooney,261 Fabien Parkway,77,Louisville,32,United States,89,"Beef - Ground, Extra Lean, Fresh",11,0,36.7281,404.0091,404.01
88114,Albert Rosario,61 White First Street,52,Madison,32,United States,278,Apricots - Halves,23,0,0.3735,8.5905,8.59
84586,Albert Roth,41 Rocky New Avenue,27,Mesa,32,United States,171,Gloves - Goldtouch Disposable,22,0,21.6794,476.9468,476.95
62148,Albert Wolfe,894 White Fabien Street,23,Anaheim,32,United States,16,Kellogs Special K Cereal,16,0,54.7246,875.5936,875.59
17709,Alberto Haas,81 East White Second Street,65,Baltimore,32,United States,47,"Thyme - Lemon, Fresh",5,0,47.1339,235.6695,235.67
53051,Alberto Simon,681 Cowley Way,66,Shreveport,32,United States,239,"Soup - Campbells, Cream Of",14,0,7.6019,106.4266,106.43
89135,Alejandro Clarke,11 White First Blvd.,46,New York,32,United States,62,Pears - Bosc,23,0.2,19.5217,448.9991,359.20
14270,Alejandro Estrada,31 Fabien Road,75,San Antonio,32,United States,124,Macaroons - Two Bite Choc,4,0.1,18.2891,73.1564,65.84
17210,Alejandro Everett,22 South First Way,18,Little Rock,32,United States,6,Wine - Magnotta - Cab Sauv,5,0,79.7184,398.592,398.59
24561,Alejandro Gillespie,880 East Rocky Hague Parkway,63,Tulsa,32,United States,295,"Ice - Clear, 300 Lb For Carving",7,0,48.7695,341.3865,341.39
39944,Alejandro Guerra,122 Green Old Boulevard,54,Albuquerque,32,United States,310,Coffee - Dark Roast,11,0,79.978,879.758,879.76
64439,Alejandro Jacobs,31 Clarendon Freeway,63,Tulsa,32,United States,64,Vinegar - Sherry,17,0,16.5229,280.8893,280.89
76336,Alejandro Price,152 White Oak St.,59,Kansas,32,United States,349,Puree - Mocha,20,0,86.9086,1738.172,1738.17
86054,Alejandro Wagner,58 New Blvd.,27,Mesa,32,United States,412,Lettuce - California Mix,22,0,16.0456,353.0032,353.00
74856,Alejandro Watts,403 Clarendon Drive,62,Mobile,32,United States,46,Lambcasing,19,0,86.7915,1649.0385,1649.04
1410,Alex Crane,495 Hague Road,62,Mobile,32,United States,129,Chicken - Soup Base,1,0,67.2329,67.2329,67.23
69255,Alex Daugherty,31 Clarendon Parkway,94,Yonkers,32,United States,278,Apricots - Halves,18,0,0.3735,6.723,6.72
12420,Alex Dunn,26 Oak Blvd.,1,Dayton,32,United States,90,Flavouring - Orange,4,0,69.32,277.28,277.28
96638,Alex Grimes,404 Rocky Hague Avenue,95,Garland,32,United States,414,Sauerkraut,25,0.1,83.0585,2076.4625,1868.82
9308,Alex Hart,89 West Rocky New Parkway,1,Dayton,32,United States,440,Pork - Inside,3,0,32.9092,98.7276,98.73
77694,Alex Ramsey,430 Rocky First Road,39,Lubbock,32,United States,440,Pork - Inside,20,0,32.9092,658.184,658.18
66780,Alex Snow,51 Clarendon Boulevard,21,Milwaukee,32,United States,23,Crab - Imitation Flakes,17,0,79.0184,1343.3128,1343.31
21866,Alexander Alvarez,344 Green Old Boulevard,37,Fresno,32,United States,169,Water - Aquafina Vitamin,6,0,68.5996,411.5976,411.60
74960,Alexander Shaffer,723 West Green Nobel Avenue,55,Houston,32,United States,151,"Mushrooms - Black, Dried",19,0,93.5613,1777.6647,1777.66
82615,Alexander Waters,77 North New Freeway,69,Oakland,32,United States,173,Rosemary - Dry,21,0,44.544,935.424,935.42
42533,Alexander Williamson,583 Rocky Fabien Road,2,Buffalo,32,United States,294,Wine - Alsace Gewurztraminer,11,0.1,80.7133,887.8463,799.06
80255,Alexandra Camacho,297 Green Nobel Blvd.,9,Atlanta,32,United States,284,Beer - Rickards Red,21,0,93.4888,1963.2648,1963.26
598,Alexandra Joseph,133 Cowley Parkway,6,Austin,32,United States,388,Table Cloth 120 Round White,1,0,13.5389,13.5389,13.54
87174,Alexis Berg,16 South Green Milton St.,96,Pittsburgh,32,United States,181,Phyllo Dough,23,0.1,64.5718,1485.1514,1336.64
40803,Alexis Butler,415 White New Street,28,Tucson,32,United States,184,Hersey Shakes,11,0.1,26.5776,292.3536,263.12
38733,Alexis Cooke,819 Green Clarendon Avenue,45,Dallas,32,United States,57,Sausage - Breakfast,10,0,12.2145,122.145,122.15
63799,Alexis Olson,969 Milton Way,41,Bakersfield,32,United States,119,Soup Campbells - Italian Wedding,17,0,29.6372,503.8324,503.83
18589,Alexis Orr,73 South Nobel Parkway,42,Denver,32,United States,159,Eggplant - Asian,5,0,92.1053,460.5265,460.53
78915,Alfonso Murphy,97 Green Cowley St.,93,Jersey,32,United States,225,Wine - Charddonnay Errazuriz,20,0,10.3722,207.444,207.44
9751,Alfonso Wilcox,839 Green Oak St.,38,Richmond,32,United States,132,Beer - Blue,3,0.1,11.6217,34.8651,31.38
47070,Alfred Allison,19 Rocky New St.,79,Oklahoma,32,United States,245,Grouper - Fresh,12,0,37.6791,452.1492,452.15
16726,Alfred Fuller,97 New Blvd.,85,St. Petersburg,32,United States,106,Pickerel - Fillets,5,0.2,18.753,93.765,75.01
85853,Alfred Hensley,18 Fabien Boulevard,22,Baton Rouge,32,United States,158,Apricots Fresh,22,0.2,54.4643,1198.2146,958.57
83721,Alfred Lowe,515 North Green Nobel Street,15,Colorado,32,United States,336,Broom - Corn,22,0,71.9241,1582.3302,1582.33
78849,Alfred Schaefer,92 Green Milton St.,32,Jackson,32,United States,259,Veal - Eye Of Round,20,0,67.4367,1348.734,1348.73
68322,Alfredo Peck,139 Nobel Drive,23,Anaheim,32,United States,196,Longos - Grilled Salmon With Bbq,18,0,8.2286,148.1148,148.11
89063,Alfredo Ritter,909 North Green Fabien St.,31,Wichita,32,United States,338,Cheese - Camembert,23,0,28.9899,666.7677,666.77
61349,Alfredo Schneider,395 Clarendon Freeway,32,Jackson,32,United States,22,Rice - Jasmine Sented,16,0,27.8955,446.328,446.33
70124,Alice Bishop,244 East Fabien St.,72,Honolulu,32,United States,394,Rum - Mount Gay Eclipes,18,0.2,50.1484,902.6712,722.14
38822,Alice Collins,92 Nobel St.,94,Yonkers,32,United States,20,Chocolate - Feathers,10,0.1,85.9011,859.011,773.11
75540,Alice Cuevas,851 Green Nobel Blvd.,43,Glendale,32,United States,352,"Beef - Tenderlion, Center Cut",20,0,24.6393,492.786,492.79
77880,Alicia Bartlett,446 Fabien Boulevard,49,Montgomery,32,United States,255,Kellogs All Bran Bars,20,0.1,29.2287,584.574,526.12
34556,Alicia Crawford,367 North White First Avenue,59,Kansas,32,United States,349,Puree - Mocha,9,0,86.9086,782.1774,782.18
28328,Alicia Fernandez,68 White Clarendon St.,22,Baton Rouge,32,United States,239,"Soup - Campbells, Cream Of",8,0,7.6019,60.8152,60.82
55619,Alicia Pruitt,72 Second Drive,26,Des Moines,32,United States,334,Ecolab - Lime - A - Way 4/4 L,15,0,21.6133,324.1995,324.20
50918,Alisa House,10 Nobel Drive,41,Bakersfield,32,United States,431,Muffin Chocolate Individual Wrap,13,0,19.9957,259.9441,259.94
55810,Alisa Lester,764 First Drive,15,Colorado,32,United States,254,"Soup - Canadian Pea, Dry Mix",15,0,77.7804,1166.706,1166.71
94743,Alisa Mason,307 Hague St.,20,El Paso,32,United States,281,"Bar Mix - Pina Colada, 355 Ml",24,0,33.0839,794.0136,794.01
92433,Alisa Mc Millan,66 First Road,29,Washington,32,United States,178,Pernod,24,0,52.3623,1256.6952,1256.70
89513,Alisa Mejia,25 Clarendon Blvd.,44,Memphis,32,United States,66,Pie Filling - Cherry,23,0.2,9.8823,227.2929,181.83
66030,Alisa Ruiz,97 Nobel Blvd.,14,Indianapolis,32,United States,324,Apricots - Dried,17,0,87.9023,1494.3391,1494.34
68811,Alisa Shannon,14 Clarendon St.,17,St. Louis,32,United States,219,Assorted Desserts,18,0,58.9787,1061.6166,1061.62
11609,Alisa Vaughan,345 North Milton St.,49,Montgomery,32,United States,267,Grapes - Red,3,0.1,5.125,15.375,13.84
85404,Alisa Wallace,953 South Green Old Boulevard,34,Fort Wayne,32,United States,47,"Thyme - Lemon, Fresh",22,0.2,47.1339,1036.9458,829.56
28389,Alisha Atkins,72 White New Drive,31,Wichita,32,United States,295,"Ice - Clear, 300 Lb For Carving",8,0.2,48.7695,390.156,312.12
8901,Alisha Bullock,615 West White Second Drive,8,Arlington,32,United States,143,Watercress,3,0,42.6169,127.8507,127.85
58365,Alisha Burch,157 Green Fabien Drive,42,Denver,32,United States,415,Mussels - Frozen,15,0,8.0069,120.1035,120.10
48182,Alisha Cannon,412 Green Oak Freeway,38,Richmond,32,United States,336,Broom - Corn,13,0,71.9241,935.0133,935.01
32445,Alisha Cunningham,361 Green Nobel Blvd.,81,Sacramento,32,United States,199,Pork - Hock And Feet Attached,9,0,95.7415,861.6735,861.67
1785,Alisha Mann,96 White Nobel St.,62,Mobile,32,United States,10,Scampi Tail,1,0,95.0957,95.0957,95.10
32701,Alison Atkins,87 Green Fabien Freeway,69,Oakland,32,United States,118,Garbag Bags - Black,9,0.2,65.967,593.703,474.96
18875,Alison Gardner,68 White New Boulevard,32,Jackson,32,United States,298,Pop Shoppe Cream Soda,5,0,95.7387,478.6935,478.69
51674,Alison Grimes,388 New Street,96,Pittsburgh,32,United States,116,Steam Pan - Half Size Deep,14,0,5.736,80.304,80.30
91777,Alison Guzman,791 Milton St.,10,Toledo,32,United States,102,"Rosemary - Primerba, Paste",24,0,62.257,1494.168,1494.17
15204,Alison Kim,573 Rocky Second Road,75,San Antonio,32,United States,80,Wasabi Powder,4,0,93.9752,375.9008,375.90
3945,Alison Mccall,532 First Boulevard,84,Newark,32,United States,24,"Beer - Alexander Kieths, Pale Ale",1,0,89.037,89.037,89.04
34803,Alissa Brady,51 White Old Street,91,Jacksonville,32,United States,271,Banana - Leaves,9,0.1,73.3954,660.5586,594.50
85783,Alissa Duncan,634 Oak Freeway,13,Akron,32,United States,267,Grapes - Red,22,0.2,5.125,112.75,90.20
16078,Alissa Howell,114 Fabien St.,94,Yonkers,32,United States,141,Tea - Herbal Sweet Dreams,5,0,10.964,54.82,54.82
6949,Alissa Logan,478 Second Street,21,Milwaukee,32,United States,338,Cheese - Camembert,2,0,28.9899,57.9798,57.98
32211,Alissa Luna,50 West Rocky Oak Drive,15,Colorado,32,United States,340,Veal - Sweetbread,9,0.1,28.2349,254.1141,228.70
67021,Alissa Mora,772 Second Drive,66,Shreveport,32,United States,422,"Garlic - Primerba, Paste",17,0.2,50.2892,854.9164,683.93
48904,Allan Byrd,57 Oak St.,64,Raleigh,32,United States,251,"Oranges - Navel, 72",13,0,11.7087,152.2131,152.21
38619,Allan Fox,63 New Avenue,83,Aurora,32,United States,74,Carbonated Water - Cherry,10,0,13.6241,136.241,136.24
27066,Allan Molina,128 Green Clarendon Street,88,Seattle,32,United States,270,Cheese Cloth No 100,7,0,4.4216,30.9512,30.95
16380,Allan Vincent,71 West Green Fabien St.,46,New York,32,United States,2,Cookie Chocolate Chip With,5,0,91.2329,456.1645,456.16
49460,Allen Atkinson,81 North Green First Parkway,90,Grand Rapids,32,United States,124,Macaroons - Two Bite Choc,13,0,18.2891,237.7583,237.76
82580,Allen Fleming,83 Nobel Avenue,84,Newark,32,United States,382,Soup - Campbells Bean Medley,21,0,51.7754,1087.2834,1087.28
68565,Allen Grant,68 East Green Old Boulevard,89,St. Paul,32,United States,374,Jagermeister,18,0,49.3846,888.9228,888.92
11207,Allen Hensley,322 North Green Clarendon Blvd.,38,Richmond,32,United States,46,Lambcasing,3,0,86.7915,260.3745,260.37
4299,Allen Hunter,16 South Green Milton St.,96,Pittsburgh,32,United States,69,Raspberries - Fresh,2,0,87.6092,175.2184,175.22
28358,Allen Jenkins,825 Oak Way,47,San Francisco,32,United States,163,Tomatoes Tear Drop,8,0,11.7708,94.1664,94.17
6155,Allen Mc Millan,558 Green New Blvd.,96,Pittsburgh,32,United States,255,Kellogs All Bran Bars,2,0,29.2287,58.4574,58.46
97005,Allison Sanders,41 Green Hague Street,50,Cincinnati,32,United States,234,Tofu - Firm,25,0,72.7457,1818.6425,1818.64
4416,Allyson Herrera,29 Old Blvd.,83,Aurora,32,United States,122,Table Cloth 62x114 White,2,0,11.7845,23.569,23.57
12016,Alma Cunningham,882 West Milton Road,16,Norfolk,32,United States,57,Sausage - Breakfast,4,0,12.2145,48.858,48.86
30106,Alma Gallegos,597 Milton Blvd.,44,Memphis,32,United States,54,"Liners - Banana, Paper",8,0,53.5592,428.4736,428.47
49337,Alma Hopkins,53 Clarendon Road,76,Birmingham,32,United States,433,"Beans - Kidney, Red Dry",13,0,39.8762,518.3906,518.39
65079,Alma Perez,853 East Second Boulevard,73,Santa Ana,32,United States,434,Cookie - Dough Variety,17,0,71.1551,1209.6367,1209.64
36170,Alma Phillips,29 South Old Blvd.,88,Seattle,32,United States,36,Table Cloth 54x72 White,10,0.2,69.2574,692.574,554.06
88050,Alma West,51 Second St.,50,Cincinnati,32,United States,201,Grenadine,23,0,96.3871,2216.9033,2216.90
26666,Alonzo Church,169 Rocky Old Way,58,Columbus,32,United States,437,Chips Potato All Dressed - 43g,7,0,83.5856,585.0992,585.10
43355,Alonzo Cochran,94 Rocky Nobel Blvd.,84,Newark,32,United States,50,Pork - Kidney,11,0.1,43.2864,476.1504,428.54
33911,Alonzo Rasmussen,301 East White Hague Boulevard,49,Montgomery,32,United States,109,Muffin - Zero Transfat,9,0,49.3791,444.4119,444.41
3313,Alvin Byrd,580 Rocky First Drive,10,Toledo,32,United States,189,"Bread - Roll, Soft White Round",1,0,76.3021,76.3021,76.30
33823,Alvin Melton,478 Nobel Blvd.,13,Akron,32,United States,54,"Liners - Banana, Paper",9,0,53.5592,482.0328,482.03
53222,Alvin Murphy,90 Clarendon Blvd.,6,Austin,32,United States,258,Tea - English Breakfast,14,0,31.0939,435.3146,435.31
7521,Alyssa Greene,50 North Old Boulevard,74,Tampa,32,United States,449,Nantuket Peach Orange,2,0,42.1414,84.2828,84.28
13925,Alyssa Hahn,946 White Fabien St.,11,Spokane,32,United States,277,Sea Bass - Whole,4,0,55.4964,221.9856,221.99
48327,Alyssa Herring,92 South First Way,85,St. Petersburg,32,United States,78,Wine - Magnotta - Belpaese,13,0,30.4202,395.4626,395.46
11411,Alyssa Stein,356 White Fabien Road,54,Albuquerque,32,United States,419,Pork - Belly Fresh,3,0,86.1338,258.4014,258.40
96631,Amanda Choi,86 Fabien Blvd.,78,San Diego,32,United States,172,Sherry - Dry,25,0,16.0013,400.0325,400.03
83531,Amanda Dickson,785 Nobel Avenue,28,Tucson,32,United States,304,Banana Turning,22,0,72.1984,1588.3648,1588.36
30192,Amanda Gates,76 Nobel Parkway,27,Mesa,32,United States,67,Wine - Sogrape Mateus Rose,8,0.2,3.7805,30.244,24.20
96727,Amanda Vang,70 Green Second Way,68,Anchorage,32,United States,292,Turkey - Oven Roast Breast,25,0,34.5364,863.41,863.41
91802,Amanda Waters,779 Fabien Street,31,Wichita,32,United States,37,"Nut - Pistachio, Shelled",24,0.1,80.3171,1927.6104,1734.85
89886,Amanda Wells,61 South New Freeway,9,Atlanta,32,United States,31,Yeast Dry - Fermipan,23,0.2,73.9851,1701.6573,1361.33
46066,Amelia Becker,548 Rocky Nobel Blvd.,70,Rochester,32,United States,257,"Pasta - Detalini, White, Fresh",12,0,84.438,1013.256,1013.26
96738,Amelia Daugherty,110 Rocky First Blvd.,17,St. Louis,32,United States,200,Garlic - Peeled,25,0,11.1295,278.2375,278.24
51262,Amelia Esparza,92 West Nobel Drive,91,Jacksonville,32,United States,277,Sea Bass - Whole,13,0,55.4964,721.4532,721.45
68894,Amelia Hensley,62 Green Oak Parkway,24,Lincoln,32,United States,443,Lettuce - Spring Mix,18,0.1,90.0169,1620.3042,1458.27
69222,Amelia Sloan,350 Rocky Nobel Blvd.,3,Chicago,32,United States,117,Ketchup - Tomato,18,0,68.638,1235.484,1235.48
32085,Amie Carpenter,67 North White Oak Boulevard,68,Anchorage,32,United States,313,Veal - Slab Bacon,9,0,39.9111,359.1999,359.20
50372,Amie Glass,22 West Green Oak Way,33,Minneapolis,32,United States,5,Artichokes - Jerusalem,13,0,65.4771,851.2023,851.20
48296,Amie Guerra,10 Old Avenue,54,Albuquerque,32,United States,208,"Mushroom - Trumpet, Dry",13,0,8.7335,113.5355,113.54
45620,Amie Herrera,56 Rocky Cowley Freeway,52,Madison,32,United States,184,Hersey Shakes,12,0,26.5776,318.9312,318.93
84163,Amie Mahoney,615 West White Second Drive,8,Arlington,32,United States,257,"Pasta - Detalini, White, Fresh",22,0,84.438,1857.636,1857.64
39876,Amy Brennan,32 Rocky Oak Avenue,16,Norfolk,32,United States,13,"Water, Tap",11,0,28.2232,310.4552,310.46
75919,Amy Cuevas,952 First Blvd.,18,Little Rock,32,United States,273,Bandage - Flexible Neon,20,0,77.5913,1551.826,1551.83
77588,Amy Maldonado,860 Fabien Way,94,Yonkers,32,United States,279,Beef - Texas Style Burger,20,0,91.1828,1823.656,1823.66
30218,Amy Ramos,41 Rocky First Street,75,San Antonio,32,United States,97,Veal - Inside,8,0.2,24.7798,198.2384,158.59
75273,Amy Shea,44 New Blvd.,63,Tulsa,32,United States,451,Soup - Campbells Tomato Ravioli,20,0,93.5384,1870.768,1870.77
52702,Ana Duarte,390 East Clarendon Street,6,Austin,32,United States,139,Chicken - Wieners,14,0,21.423,299.922,299.92
96553,Ana Gibbs,45 White Oak Drive,47,San Francisco,32,United States,18,"Lamb - Whole, Fresh",25,0,23.3966,584.915,584.92
6887,Ana Harper,876 Rocky Oak St.,34,Fort Wayne,32,United States,263,Soupfoamcont12oz 112con,2,0.2,50.7497,101.4994,81.20
29118,Ana Mc Donald,742 South Green Cowley Road,75,San Antonio,32,United States,338,Cheese - Camembert,8,0,28.9899,231.9192,231.92
57285,Ana Nguyen,186 South Rocky First Freeway,92,Hialeah,32,United States,267,Grapes - Red,15,0,5.125,76.875,76.88
58092,Ana Shields,298 Clarendon Avenue,74,Tampa,32,United States,424,Vinegar - Tarragon,15,0,85.8828,1288.242,1288.24
32065,Andre Chapman,890 Rocky Nobel Parkway,26,Des Moines,32,United States,288,"Orange - Canned, Mandarin",9,0.1,78.8405,709.5645,638.61
3243,Andre Livingston,41 West Hague St.,96,Pittsburgh,32,United States,214,French Pastry - Mini Chocolate,1,0,61.2121,61.2121,61.21
45599,Andrea Barker,24 Fabien Avenue,96,Pittsburgh,32,United States,210,"Cheese - Brie,danish",12,0,82.2358,986.8296,986.83
12836,Andrea Carpenter,991 Hague Road,42,Denver,32,United States,119,Soup Campbells - Italian Wedding,4,0,29.6372,118.5488,118.55
79884,Andrea Delgado,32 Rocky Old Boulevard,90,Grand Rapids,32,United States,174,Guinea Fowl,21,0,61.5047,1291.5987,1291.60
40587,Andrea Dunlap,46 West Rocky New Way,36,Detroit,32,United States,320,Yogurt - French Vanilla,11,0,73.4396,807.8356,807.84
39979,Andrea Gordon,14 Old Freeway,84,Newark,32,United States,46,Lambcasing,11,0,86.7915,954.7065,954.71
52789,Andres Quinn,83 Cowley Boulevard,7,Riverside,32,United States,267,Grapes - Red,14,0,5.125,71.75,71.75
8951,Andres Rangel,60 Fabien Freeway,68,Anchorage,32,United States,164,Loquat,3,0,7.3982,22.1946,22.19
86958,Andrew Brady,794 Second Freeway,35,Greensboro,32,United States,22,Rice - Jasmine Sented,23,0,27.8955,641.5965,641.60
43453,Andrew Charles,68 Nobel Blvd.,44,Memphis,32,United States,414,Sauerkraut,11,0,83.0585,913.6435,913.64
49884,Andrew Good,15 Rocky Old Boulevard,35,Greensboro,32,United States,264,Juice - V8 Splash,13,0,49.4497,642.8461,642.85
96620,Andrew Goodwin,54 Nobel Boulevard,58,Columbus,32,United States,158,Apricots Fresh,25,0,54.4643,1361.6075,1361.61
59905,Andrew Herrera,60 First Boulevard,14,Indianapolis,32,United States,15,"Spoon - Soup, Plastic",16,0,32.442,519.072,519.07
62614,Andrew Smith,26 Oak Blvd.,1,Dayton,32,United States,161,Longos - Chicken Wings,16,0,64.6118,1033.7888,1033.79
60282,Andrew Stanley,343 Rocky Milton Avenue,86,San Jose,32,United States,410,Fenngreek Seed,16,0,18.356,293.696,293.70
34085,Andrew Zavala,699 White Cowley Parkway,95,Garland,32,United States,13,"Water, Tap",9,0,28.2232,254.0088,254.01
40044,Andy Cole,395 First Boulevard,78,San Diego,32,United States,141,Tea - Herbal Sweet Dreams,11,0,10.964,120.604,120.60
22965,Andy Faulkner,69 Rocky Old Drive,54,Albuquerque,32,United States,365,"Wine - Red, Harrow Estates, Cab",6,0.2,12.6274,75.7644,60.61
